genus,species1,species2,duplicate,remove,PI_name,intraspecific_value_sp1,intraspecific_value_sp2,interspecific_value_sp1_sp2,interspecific_value_sp2_sp1,sp1_hybrid_proportion,sp2_hybrid_proportion,RI,measure
Ostryopsis,Ostryopsis davidiana,Ostryopsis nobilis,no,no,Ostryopsis,86.11,92.91,8.19,13.69,NA,NA,0.7822,fruit set
Ostryopsis,Ostryopsis intermedia,Ostryopsis davidiana,no,no,NA,95.9,86.11,23.18,13.89,NA,NA,0.6616,fruit set
Ostryopsis,Ostryopsis intermedia,Ostryopsis nobilis,no,no,NA,95.9,92.91,16.78,14.79,NA,NA,0.7135,fruit set
Oxalis,Oxalis blastorrhiza,Oxalis metcalfei,no,no,NA,7,4,2,1.5,NA,NA,0.5172,seed set
Oxalis,Oxalis blastorrhiza,Oxalis tenella,no,no,NA,7,3.82,1,NA,NA,NA,0.688,seed set
Oxalis,Oxalis campicola,Oxalis xantha,no,no,Oxalis01,10,16.36,10,13.83,NA,NA,0.0504,seed set
Oxalis,Oxalis metcalfei,Oxalis gracilis,no,no,Oxalis02,4,5.6,3,NA,NA,NA,0.2308,seed set
Oxalis,Oxalis noctiflora,Oxalis blastorrhiza,no,no,NA,5,7,2,NA,NA,NA,0.5,seed set
Oxalis,Oxalis noctiflora,Oxalis tenella,no,no,NA,5,3.82,2,7,NA,NA,-0.0101,seed set
Pedicularis,Pedicularis comptoniifolia,Pedicularis tenuisecta,no,no,NA,53.1,35.3,0,1.1,NA,NA,0.9754,fruit set
Pedicularis,Pedicularis cranolopha,Pedicularis tricolor,no,no,Pedicularis01,0.1992,0.2464,0.0782,0.0368,NA,NA,0.5897,seed set
Pedicularis,Pedicularis gruina,Pedicularis tenuisecta,no,no,Pedicularis02,33.3,35.5,9.2,9.9,NA,NA,0.5654,fruit set
Pedicularis,Pedicularis rhinanthoides,Pedicularis longiflora,no,no,NA,NA,NA,0,NA,NA,NA,1,seed set
Pelargonium,Pelargonium pinnatum,Pelargonium carneum,no,no,Pelargonium,0.59,0.78,0,0,NA,NA,1,seed set
Penstemon,Penstemon davidsonii,Penstemon newberryi,no,no,Penstemon,49.15,36.28,65.62,31.81,NA,NA,-0.0656,seed set
Petunia,Petunia axillaris,Petunia integrifolia,no,no,Petunia,53.4,8.6,15.7,1.4,NA,NA,0.5676,seed set
Phlox,Phlox amoena,Phlox divaricata,no,no,Phlox01,69,65.1666667,26,30.5,NA,NA,0.4073,seed set
Phlox,Phlox amoena,Phlox drummondii,no,no,NA,69,65,1,0,NA,NA,0.9852,seed set
Phlox,Phlox amoena,Phlox pilosa,no,no,NA,69,44.34,36,35.3333,NA,NA,0.2275,seed set
Phlox,Phlox cuspidata,Phlox drummondii,yes1,yes,NA,65,65,17,17,NA,NA,0.5854,seed set
Phlox,Phlox cuspidata,Phlox roemeriana,no,no,Phlox02,1.5,1.65,0.97,0.6,NA,NA,0.3347,seed set
Phlox,Phlox cuspidata,Phlox drummondii,yes1,no,NA,1.5,1.63,1.5,0.67,NA,NA,0.1811,seed set
Phlox,Phlox divaricata,Phlox drummondii,no,no,NA,65.1666667,65,27,46,NA,NA,0.2814,seed set
Phlox,Phlox divaricata,Phlox pilosa,no,no,NA,65.1666667,44.34,45.2,40.2,NA,NA,0.1237,seed set
Phlox,Phlox drummondii,Phlox roemeriana,no,no,NA,1.63,1.65,0.59,1.38,NA,NA,0.2495,seed set
Phlox,Phlox maculata,Phlox glaberrima,no,no,NA,NA,61,20,30,NA,NA,0.4186,seed set
Phlox,Phlox pilosa,Phlox drummondii,no,no,NA,44.34,65,14.5,19,NA,NA,0.5309,seed set
Platanthera,Platanthera bifolia,Platanthera chlorantha,no,no,Platanthera,3008,4071,4188,5090,NA,NA,-0.1344,seed set
Potamogeton,Potamogeton perfoliatus,Potamogeton wrightii,no,no,Potamogeton,32.57,48.93,41,41.37,NA,NA,-0.0053,seed set
Primula,Primula elatior,Primula vulgaris,no,no,Primula01,4.2,23.5,1.75,2.925,NA,NA,0.7112,seed set
Primula,Primula poissonii,Primula anisodora,no,no,NA,13.51,11.18,4.96,2.66,NA,NA,0.5283,seed set
Quercus,Quercus gambelii,Quercus grisea,no,no,NA,0.193,0.265,0.096,0.043,NA,NA,0.5343,fruit set
Quercus,Quercus petraea,Quercus pyrenaica,no,no,NA,8.1,11.6,0,9.9,NA,NA,0.3311,fruit set
Quercus,Quercus robur,Quercus petraea,no,no,Quercus01,52.4,8.1,31.6,0,NA,NA,0.3138,fruit set
Quercus,Quercus robur,Quercus pyrenaica,no,no,NA,52.4,11.6,6,8.1,NA,NA,0.6389,fruit set
Rhinanthus,Rhinanthus minor,Rhinanthus major,yes2,yes,Rhinanthus,5.93,NA,3.85,0.94,NA,NA,0.4246,seed set
Rhinanthus,Rhinanthus minor,Rhinanthus major,yes2,no,Rhinanthus,NA,NA,NA,NA,0.299,0.269,0.432,pollen competition
Rhododendron,Rhododendron cyanocarpum,Rhododendron delavayi,no,no,NA,508.095,666.06,127.13,552.065,NA,NA,0.2671,seed set
Rhododendron,Rhododendron spiciferum,Rhododendron spinuliferum,no,no,Rhododendron01,0.6925,0.7155,0.7245,0.7985,NA,NA,-0.0392,seed set
Roscoea,Roscoea purpurea,Roscoea tumjensis,no,no,Roscoea,0.555,0.377,0.522,0.437,NA,NA,-0.0143,seed set
Sagittaria,Sagittaria guayanensis,Sagittaria platyphylla,no,no,NA,87.11,91.6,0,0,NA,NA,1,seed set
Sagittaria,Sagittaria guayanensis,Sagittaria montevidensis,no,no,NA,87.11,80.3,0,0,NA,NA,1,seed set
Sagittaria,Sagittaria potamogetifolia,Sagittaria platyphylla,no,no,NA,93.26,91.6,0,0,NA,NA,1,seed set
Sagittaria,Sagittaria potamogetifolia,Sagittaria montevidensis,no,no,NA,93.26,80.3,0,0,NA,NA,1,seed set
Sagittaria,Sagittaria pygmaea,Sagittaria trifolia,no,no,Sagittaria,90.62,80.44,0.47,0.39,NA,NA,0.99,seed set
Sagittaria,Sagittaria pygmaea,Sagittaria platyphylla,no,no,NA,76.23,91.6,0,62.17,NA,NA,0.4594,seed set
Sagittaria,Sagittaria pygmaea,Sagittaria montevidensis,no,no,NA,76.23,80.3,0,0,NA,NA,1,seed set
Sagittaria,Sagittaria trifolia,Sagittaria platyphylla,no,no,NA,86.3,91.6,74.7,83.575,NA,NA,0.0584,seed set
Sagittaria,Sagittaria trifolia,Sagittaria montevidensis,no,no,NA,86.3,80.3,0,0,NA,NA,1,seed set
Salix,Salix amygdaloides,Salix exigua,no,no,Salix01,100,70.58823529,0,0,NA,NA,1,fruit set
Salix,Salix amygdaloides,Salix eriocephala,no,no,NA,100,94.73684211,0,0,NA,NA,1,fruit set
Salix,Salix amygdaloides,Salix petiolaris,no,no,NA,100,83.33333333,0,0,NA,NA,1,fruit set
Salix,Salix eriocephala,Salix lucida,no,no,Salix02,94.73684211,88.23529412,0,0,NA,NA,1,fruit set
Salix,Salix eriocephala,Salix exigua,no,no,NA,94.73684211,70.58823529,7.142857143,83.33333333,NA,NA,0.2926,fruit set
Salix,Salix eriocephala,Salix petiolaris,no,no,NA,94.73684211,83.33333333,0,80,NA,NA,0.38,fruit set
Salix,Salix exigua,Salix petiolaris,no,no,NA,70.58823529,83.33333333,35.71428571,66.66666667,NA,NA,0.2011,fruit set
Salvia,Salvia digitaloides,Salvia flava,no,no,Salvia01,3,3,1,2,NA,NA,0.3333,seed set
Salvia,Salvia elegans,Salvia fulgens,no,no,Salvia02,0.668,0.199,0.084,0.0004,NA,NA,0.8226,seed set
Satyrium,Satyrium coriifolium,Satyrium bicorne,no,no,NA,11.5456,5.0897,2.0301,7.2276,NA,NA,0.2849,seed set
Satyrium,Satyrium coriifolium,Satyrium erectum,no,no,NA,11.5456,3.5898,8.9892,7.2276,NA,NA,-0.0345,seed set
Satyrium,Satyrium erectum,Satyrium bicorne,no,no,Satyrium,3.5898,5.0897,2.4628,2.0832,NA,NA,0.3125,seed set
Schiedea,Schiedea globosa,Schiedea menziesii,no,no,Schiedea01,26.6,NA,26.65,NA,NA,NA,-0.0009,seed number per fruit
Schiedea,Schiedea globosa,Schiedea adamantis,no,no,NA,26.6,NA,23.157,NA,NA,NA,0.0692,seed number per fruit
Schiedea,Schiedea globosa,Schiedea apokremnos,no,no,NA,26.6,NA,19.15,NA,NA,NA,0.1628,seed number per fruit
Schiedea,Schiedea globosa,Schiedea hookeri,no,no,NA,26.6,NA,23.3,NA,NA,NA,0.0661,seed number per fruit
Schiedea,Schiedea globosa,Schiedea kaalae,no,no,NA,26.6,NA,23.3,NA,NA,NA,0.0661,seed number per fruit
Schiedea,Schiedea globosa,Schiedea kealiae,no,no,NA,26.6,15,26.0333333,15.6666666,NA,NA,-0.0012,seed number per fruit
Schiedea,Schiedea globosa,Schiedea ligustrina,no,no,NA,26.6,NA,25.95,NA,NA,NA,0.0124,seed number per fruit
Schiedea,Schiedea globosa,Schiedea membranacea,no,no,NA,26.6,NA,37,NA,NA,NA,-0.1635,seed number per fruit
Schiedea,Schiedea globosa,Schiedea nuttallii,no,no,NA,26.6,NA,28.7,NA,NA,NA,-0.038,seed number per fruit
Schiedea,Schiedea globosa,Schiedea salicaria,no,no,NA,26.6,NA,28.6,NA,NA,NA,-0.0362,seed number per fruit
Schiedea,Schiedea globosa,Schiedea spergulina,no,no,NA,26.6,NA,20.8,NA,NA,NA,0.1224,seed number per fruit
Schiedea,Schiedea globosa,Schiedea verticillata,no,no,NA,26.6,NA,32.2,NA,NA,NA,-0.0952,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea kaalae,no,no,Schiedea02,15,NA,17.4,NA,NA,NA,-0.0741,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea adamantis,no,no,NA,15,NA,13.4,NA,NA,NA,0.0563,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea apokremnos,no,no,NA,15,NA,12.3,NA,NA,NA,0.0989,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea hookeri,no,no,NA,15,NA,13.65,NA,NA,NA,0.0471,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea ligustrina,no,no,NA,15,NA,16.05,NA,NA,NA,-0.0338,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea menziesii,no,no,NA,15,NA,10,NA,NA,NA,0.2,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea nuttallii,no,no,NA,15,NA,8.4,NA,NA,NA,0.2821,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea salicaria,no,no,NA,15,NA,14.25,NA,NA,NA,0.0256,seed number per fruit
Schiedea,Schiedea kealiae,Schiedea spergulina,no,no,NA,15,NA,14.4,NA,NA,NA,0.0204,seed number per fruit
Schizanthus,Schizanthus hookeri,Schizanthus grahamii,no,no,Schizanthus,9.198,38.16,0,0,NA,NA,1,seed set
Sedum,Sedum albomarginatum,Sedum laxum,no,no,NA,40.1,23.525,52.4,16.15,NA,NA,-0.0373,seed set
Sedum,Sedum albomarginatum,Sedum moranii,no,no,NA,40.1,53.5,22,53,NA,NA,0.1103,seed set
Sedum,Sedum albomarginatum,Sedum obtusatum,no,no,Sedum,40.1,13.066666,29,7.1,NA,NA,0.1912,seed set
Sedum,Sedum albomarginatum,Sedum oregonense,no,no,NA,40.1,49.7,22,NA,NA,NA,0.3423,seed set
Sedum,Sedum laxum,Sedum moranii,no,no,NA,23.525,53.5,28.3,36.5,NA,NA,0.0862,seed set
Sedum,Sedum laxum,Sedum obtusatum,yes1,no,NA,23.525,13.066666,14.233333,30.7,NA,NA,-0.1023,seed set
Sedum,Sedum laxum,Sedum oregonense,no,no,NA,23.525,49.7,7.2,16.2,NA,NA,0.5157,seed set
Sedum,Sedum laxum (4x),Sedum obtusatum (4x),yes1,yes,NA,16.075,16.8,13.4,15.75,NA,NA,0.0601,seed set
Sedum,Sedum moranii,Sedum obtusatum,no,no,NA,53.5,13.066666,40.9666666,15.7,NA,NA,0.0803,seed set
Sedum,Sedum moranii,Sedum oregonense,no,no,NA,53.5,49.7,NA,0,NA,NA,1,seed set
Senecio,Senecio squalidus,Senecio glaucus,no,no,Senecio,NA,NA,NA,NA,0.48,0.351,0.169,pollen competition
Senecio,Senecio vulgaris,Senecio eboracensis,no,no,NA,82.4,78.5,63.8,63.8,NA,NA,0.1154,seed set
Serapias,Serapias cordigera,Serapias vomeracea,no,no,Serapias,87.5,92,60,79,NA,NA,0.1272,seed set
Silene,Silene diclinis,Silene latifolia,no,no,NA,0.69,0.74,0.675,0.54,NA,NA,0.0813,seed set
Silene,Silene latifolia,Silene dioica,yes2,yes,Silene01,52,63,34,59,NA,NA,0.1058,seed set
Silene,Silene latifolia,Silene dioica,yes2,no,Silene01,NA,NA,NA,NA,0.18,0.51,0.31,pollen competition
Silene,Silene pusilla,Silene veselskyi,no,no,Silene02,38.4,27.7,37.5,39.2,NA,NA,-0.0742,seed set
Sinalliaria,Sinalliaria limprichtiana,Sinalliaria grandifolia,no,no,Sinalliaria,0.79,0.82,0.08,0.27,NA,NA,0.6429,fruit set
Solanum,Solanum berthaultii,Solanum chacoense,no,no,Solanum03,18.45,86.955,2.09,92.61,NA,NA,0.0535,seed set
Solanum,Solanum berthaultii,Solanum commersonii,no,no,NA,18.45,124.62,NA,142.4,NA,NA,-0.3312,seed set
Solanum,Solanum berthaultii,Solanum kurtzianum,no,no,NA,18.45,58.24,4.5,45.92,NA,NA,0.2067,seed set
Solanum,Solanum betaceum,Solanum unilobum,no,no,Solanum01,56.5833333,41.4782609,0.264,8,NA,NA,0.8446,seed number per fruit
Solanum,Solanum betaceum,Solanum corymbiflorum,no,no,NA,56.5833333,94.5,0.045,0,NA,NA,0.9994,seed number per fruit
Solanum,Solanum betaceum,Solanum diploconos,no,no,NA,56.5833333,105.529412,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum betaceum,Solanum diversifolium,no,no,NA,56.5833333,6.57317073,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum betaceum,Solanum obliquum,no,no,NA,56.5833333,NA,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum betaceum,Solanum splendens,no,no,NA,56.5833333,40.3448276,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum candolleanum,Solanum berthaultii,no,no,NA,9.02,18.45,88,15.01,NA,NA,-0.5789,seed set
Solanum,Solanum candolleanum,Solanum chacoense,no,no,NA,9.02,86.955,5.255,69.405,NA,NA,0.1249,seed set
Solanum,Solanum candolleanum,Solanum commersonii,no,no,NA,9.02,124.62,24.6,97.2,NA,NA,0.0464,seed set
Solanum,Solanum candolleanum,Solanum kurtzianum,no,no,NA,9.02,58.24,3.33,18.56,NA,NA,0.5089,seed set
Solanum,Solanum candolleanum,Solanum microdontum,no,no,NA,9.02,47.04,18.17,50.7,NA,NA,-0.1025,seed set
Solanum,Solanum chacoense,Solanum commersonii,yes1,yes,NA,86.955,124.62,187.5,70.635,NA,NA,-0.0991,seed set
Solanum,Solanum chacoense,Solanum commersonii,yes1,no,NA,52.871,41.6587,0.01853,0.7482,NA,NA,0.9839,seed set
Solanum,Solanum corymbiflorum,Solanum diploconos,no,no,Solanum02,94.5,105.529412,7.34782609,0.40909091,NA,NA,0.9253,seed number per fruit
Solanum,Solanum corymbiflorum,Solanum diversifolium,no,no,NA,94.5,6.57317073,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum corymbiflorum,Solanum splendens,no,no,NA,94.5,40.3448276,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum corymbiflorum,Solanum unilobum,no,no,NA,94.5,41.4782609,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum diploconos,Solanum diversifolium,no,no,NA,105.529412,6.57317073,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum diploconos,Solanum splendens,no,no,NA,105.529412,40.3448276,0,1.18181818,NA,NA,0.9839,seed number per fruit
Solanum,Solanum diploconos,Solanum unilobum,no,no,NA,105.529412,41.4782609,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum diversifolium,Solanum obliquum,no,no,NA,6.57317073,NA,0,NA,NA,NA,1,seed number per fruit
Solanum,Solanum diversifolium,Solanum splendens,no,no,NA,6.57317073,40.3448276,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum diversifolium,Solanum unilobum,no,no,NA,6.57317073,41.4782609,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum kurtzianum,Solanum chacoense,no,no,NA,58.24,86.955,12.98,49.26,NA,NA,0.3999,seed set
Solanum,Solanum kurtzianum,Solanum commersonii,no,no,NA,58.24,124.62,90.75,51.6,NA,NA,0.1246,seed set
Solanum,Solanum microdontum,Solanum kurtzianum,no,no,Solanum04,47.04,58.24,15.18,39.2,NA,NA,0.3188,seed set
Solanum,Solanum microdontum,Solanum berthaultii,no,no,NA,47.04,18.45,37.4,9.45,NA,NA,0.1659,seed set
Solanum,Solanum microdontum,Solanum chacoense,no,no,NA,47.04,86.955,24.38,58.18,NA,NA,0.2375,seed set
Solanum,Solanum microdontum,Solanum commersonii,no,no,NA,47.04,124.62,47.31,79.21,NA,NA,0.1514,seed set
Solanum,Solanum obliquum,Solanum unilobum,no,no,NA,NA,41.4782609,NA,0,NA,NA,1,seed number per fruit
Solanum,Solanum roseum,Solanum corymbiflorum,no,no,NA,NA,94.5,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum roseum,Solanum diversifolium,no,no,NA,NA,6.57317073,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum roseum,Solanum unilobum,no,no,NA,NA,41.4782609,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum roseum,Solanum splendens,no,no,NA,NA,40.3448276,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum splendens,Solanum obliquum,no,no,NA,40.3448276,NA,0,NA,NA,NA,1,seed number per fruit
Solanum,Solanum splendens,Solanum unilobum,no,no,NA,40.3448276,41.4782609,0,0,NA,NA,1,seed number per fruit
Solanum,Solanum tuberosum,Solanum berthaultii,no,no,NA,22.305,18.45,30.82,12.36,NA,NA,-0.0289,seed set
Solanum,Solanum tuberosum,Solanum candolleanum,no,no,NA,22.305,9.02,124.89,12.38,NA,NA,-0.6284,seed set
Solanum,Solanum tuberosum,Solanum chacoense,no,no,NA,22.305,86.955,33.235,15.14,NA,NA,0.3862,seed set
Solanum,Solanum tuberosum,Solanum commersonii,no,no,NA,22.305,124.62,85.68,32.03,NA,NA,0.1104,seed set
Solanum,Solanum tuberosum,Solanum kurtzianum,no,no,NA,22.305,58.24,36.96,16.04,NA,NA,0.2063,seed set
Solanum,Solanum tuberosum,Solanum microdontum,no,no,NA,22.305,47.04,56.045,45.76,NA,NA,-0.1897,seed set
Streptanthus,Streptanthus batrachopus,Streptanthus barbiger,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus brachiatus,Streptanthus barbiger,no,no,Streptanthus01,NA,NA,NA,NA,NA,NA,0.673,fruit set
Streptanthus,Streptanthus brachiatus,Streptanthus amplexicaulis,no,no,NA,NA,NA,NA,NA,NA,NA,0.917,fruit set
Streptanthus,Streptanthus brachiatus,Streptanthus batrachopus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus brachiatus,Streptanthus coulteri,no,no,NA,NA,NA,NA,NA,NA,NA,0.852,fruit set
Streptanthus,Streptanthus brachiatus,Streptanthus inflatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus breweri,Streptanthus barbiger,no,no,NA,NA,NA,NA,NA,NA,NA,0.927,fruit set
Streptanthus,Streptanthus breweri,Streptanthus batrachopus,no,no,NA,NA,NA,NA,NA,NA,NA,0.863,fruit set
Streptanthus,Streptanthus breweri,Streptanthus brachiatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus coulteri,Streptanthus amplexicaulis,no,no,NA,NA,NA,NA,NA,NA,NA,0.852,fruit set
Streptanthus,Streptanthus diversifolius,Streptanthus amplexicaulis,no,no,NA,NA,NA,NA,NA,NA,NA,0.702,fruit set
Streptanthus,Streptanthus diversifolius,Streptanthus brachiatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus diversifolius,Streptanthus coulteri,no,no,NA,NA,NA,NA,NA,NA,NA,0.855,fruit set
Streptanthus,Streptanthus diversifolius,Streptanthus inflatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus diversifolius,Streptanthus lasiophyllus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus drepanoides,Streptanthus breweri,no,no,Streptanthus02,NA,NA,NA,NA,NA,NA,0.093,fruit set
Streptanthus,Streptanthus drepanoides,Streptanthus barbiger,no,no,NA,NA,NA,NA,NA,NA,NA,0.724,fruit set
Streptanthus,Streptanthus drepanoides,Streptanthus batrachopus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus drepanoides,Streptanthus brachiatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus flavescens,Streptanthus anceps,no,no,Streptanthus03,NA,NA,NA,NA,NA,NA,0.4,fruit set
Streptanthus,Streptanthus glandulosus,Streptanthus brachiatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus glandulosus,Streptanthus coulteri,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus glandulosus,Streptanthus diversifolius,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus glandulosus,Streptanthus inflatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus glandulosus,Streptanthus lasiophyllus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus glandulosus,Streptanthus amplexicaulis,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus hesperidis,Streptanthus batrachopus,no,no,Streptanthus04,NA,NA,NA,NA,NA,NA,0.879,fruit set
Streptanthus,Streptanthus hesperidis,Streptanthus barbiger,no,no,NA,NA,NA,NA,NA,NA,NA,0.765,fruit set
Streptanthus,Streptanthus hesperidis,Streptanthus brachiatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus hesperidis,Streptanthus drepanoides,no,no,NA,NA,NA,NA,NA,NA,NA,0.391,fruit set
Streptanthus,Streptanthus hesperidis,Streptanthus breweri,no,no,NA,NA,NA,NA,NA,NA,NA,0.438,seed set
Streptanthus,Streptanthus inflatus,Streptanthus coulteri,no,no,Streptanthus05,NA,NA,NA,NA,NA,NA,0.878,fruit set
Streptanthus,Streptanthus inflatus,Streptanthus amplexicaulis,no,no,NA,NA,NA,NA,NA,NA,NA,0.888,fruit set
Streptanthus,Streptanthus lasiophyllus,Streptanthus amplexicaulis,no,no,NA,NA,NA,NA,NA,NA,NA,0.407,fruit set
Streptanthus,Streptanthus lasiophyllus,Streptanthus inflatus,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Streptanthus,Streptanthus tortuosus,Streptanthus diversifolius,no,no,Streptanthus06,NA,NA,NA,NA,NA,NA,0.918,fruit set
Streptanthus,Streptanthus vernalis,Streptanthus morrisonii,no,no,Streptanthus07,NA,NA,NA,NA,NA,NA,0.275,fruit set
Streptanthus,Streptanthus vernalis,Streptanthus breweri,no,no,NA,NA,NA,NA,NA,NA,NA,1,fruit set
Stylidium,Stylidium graminifolium,Stylidium productum,no,no,Stylidium,23.075,17.8,20.3,33.7,NA,NA,-0.1383,seed set
Taraxacum,Taraxacum ceratophorum,Taraxacum officinale,no,no,Taraxacum,NA,NA,NA,NA,0.003,NA,0.994,pollen competition
Trillium,Trillium apetalon,Trillium tschonoskii,no,no,Trillium,0.831,0.875,0.693,0.481,NA,NA,0.1847,seed set
Verbena,Verbena stricta,Verbena bracteata,no,no,Verbena,98.2,93.9,44,NA,NA,NA,0.3717,seed set
Verbena,Verbena stricta,Verbena halei,no,no,NA,98.2,78.6,8,NA,NA,NA,0.834,seed set
Verbena,Verbena stricta,Verbena simplex,no,no,NA,98.2,97.2,53,NA,NA,NA,0.2966,seed set
Verbena,Verbena stricta,Verbena urticifolia,no,no,NA,98.2,87.3,11,NA,NA,NA,0.788,seed set
Vriesea,Vriesea scalaris,Vriesea simplex,no,no,Vriesea,383,467,312,541,NA,NA,-0.0018,seed set
Ziziphus,Ziziphus mauritiana,Ziziphus jujuba,no,no,Ziziphus,11.42,12.72,7.2,0,NA,NA,0.5405,fruit set