O,psi,alpha,mean_K,Omega,mean_Sz_perflower,Sz_at_meanK,frac_competitive,Ostar
8979.0,0.01,0.25,0.0053405724468203585,0.0,0.0,0.0,0.0,8.549879733383484
13400.0,0.01,0.25,0.004029626865671642,0.0,0.0,0.0,0.0,8.549879733383484
20000.0,0.01,0.25,0.0029400999999999997,0.0,0.0,0.0,0.0,8.549879733383484
2.0,0.01,0.5,3.65325,0.5800152049483798,1.0012256338524461,1.2162021520398207,0.844,25.0
3.0,0.01,0.5,2.888333333333333,0.5075512390387394,0.8579997471251142,1.0655736051699176,0.8175,25.0
4.0,0.01,0.5,2.47825,0.4602267366028157,0.7691553678842673,0.9596180067323915,0.7985,25.0
7.0,0.01,0.5,1.8901428571428571,0.3581018109055009,0.5910809648421658,0.7520564083591486,0.7255,25.0
10.0,0.01,0.5,1.60025,0.2932735565038262,0.48148748000578007,0.6068569537862788,0.6415,25.0
15.0,0.01,0.5,1.258,0.20528058417436323,0.33744940749847974,0.35752061431723187,0.5495,25.0
22.0,0.01,0.5,1.0673863636363634,0.14724400324160444,0.24288766227244776,0.13230475260836283,0.437,25.0
33.0,0.01,0.5,0.9022878787878787,0.10142334621374456,0.16866221278864252,0.0,0.349,25.0
49.0,0.01,0.5,0.7113877551020409,0.04875957933907567,0.08229115850937518,0.0,0.2025,25.0
73.0,0.01,0.5,0.5768082191780822,0.02394521865559498,0.04100348565316708,0.0,0.1175,25.0
110.0,0.01,0.5,0.4826545454545455,0.00811126122923478,0.014454435924499728,0.0,0.0575,25.0
164.0,0.01,0.5,0.391609756097561,0.0018904576694376576,0.003529451673707703,0.0,0.0185,25.0
244.0,0.01,0.5,0.3167786885245902,0.0004957550173484372,0.0009268561638521421,0.0,0.0055,25.0
365.0,0.01,0.5,0.25862602739726026,0.0001706078962750412,0.0003156716960746906,0.0,0.0015,25.0
544.0,0.01,0.5,0.21425275735294116,0.0,0.0,0.0,0.0,25.0
812.0,0.01,0.5,0.1732783251231527,0.0,0.0,0.0,0.0,25.0
1212.0,0.01,0.5,0.14524381188118812,0.0,0.0,0.0,0.0,25.0
1809.0,0.01,0.5,0.11534024322830294,0.0,0.0,0.0,0.0,25.0
2701.0,0.01,0.5,0.09597537948907812,0.0,0.0,0.0,0.0,25.0
4031.0,0.01,0.5,0.07995410568097246,0.0,0.0,0.0,0.0,25.0
6016.0,0.01,0.5,0.06327443484042553,0.0,0.0,0.0,0.0,25.0
8979.0,0.01,0.5,0.05285989531128188,0.0,0.0,0.0,0.0,25.0
13400.0,0.01,0.5,0.042185559701492535,0.0,0.0,0.0,0.0,25.0
20000.0,0.01,0.5,0.035141075,0.0,0.0,0.0,0.0,25.0
2.0,0.01,0.75,4.203,0.6228619268087068,1.089194500641914,1.3004119295987349,0.8745,625.0
3.0,0.01,0.75,3.7448333333333337,0.5994701061360299,1.0339957057646312,1.2313571865195303,0.884,625.0
4.0,0.01,0.75,3.5945,0.5954197257385949,1.0215361561904441,1.206210194710269,0.903,625.0
7.0,0.01,0.75,3.0605,0.5450375218609351,0.9224299892004032,1.1039275589175217,0.886,625.0
10.0,0.01,0.75,2.83445,0.5186633288433077,0.872096596943277,1.052907851654694,0.873,625.0
15.0,0.01,0.75,2.5212,0.4809794280663931,0.8017363566476695,0.9718614713986752,0.861,625.0
22.0,0.01,0.75,2.296,0.4390258188878284,0.7296702685212954,0.9039885988166725,0.8355,625.0
33.0,0.01,0.75,2.08380303030303,0.40653465628255725,0.6714075265392696,0.830260912011497,0.8055,625.0
49.0,0.01,0.75,1.8955204081632653,0.36679997936414144,0.6036241468208724,0.7543981091429351,0.774,625.0
73.0,0.01,0.75,1.6984178082191779,0.32188380657666915,0.5287134044574303,0.6607215808400725,0.7265,625.0
110.0,0.01,0.75,1.5274954545454547,0.2767627710712851,0.4542965256574991,0.562991274998285,0.6705,625.0
164.0,0.01,0.75,1.3979908536585368,0.2451951684967227,0.4018877575671163,0.4743704509787969,0.6255,625.0
244.0,0.01,0.75,1.2541516393442622,0.1980303768018201,0.32633945377948687,0.35389432040159297,0.571,625.0
365.0,0.01,0.75,1.1402301369863015,0.16593274723695067,0.27387107244721187,0.23206487324908834,0.503,625.0
544.0,0.01,0.75,1.038390625,0.1353006603454996,0.22430166756277614,0.08391968716001902,0.4455,625.0
812.0,0.01,0.75,0.9445221674876847,0.1081007884482319,0.1802769926746672,0.0,0.394,625.0
1212.0,0.01,0.75,0.8457520627062707,0.08061575846730591,0.13507333785548092,0.0,0.3205,625.0
1809.0,0.01,0.75,0.7613222775013819,0.056752868122854266,0.09609344838784639,0.0,0.2495,625.0
2701.0,0.01,0.75,0.6950492410218437,0.04070651561466938,0.06957640660789702,0.0,0.1955,625.0
4031.0,0.01,0.75,0.6359908211361944,0.029444794957078333,0.05044892039072107,0.0,0.15,625.0
6016.0,0.01,0.75,0.5708749168882978,0.02142844150633657,0.036936465342289976,0.0,0.112,625.0
8979.0,0.01,0.75,0.5237704087314846,0.013866267648905162,0.023766625847080027,0.0,0.072,625.0
13400.0,0.01,0.75,0.46101570895522387,0.00542301340198422,0.009526581085544642,0.0,0.0375,625.0
20000.0,0.01,0.75,0.41779792499999996,0.0026574168539242634,0.004881454740841804,0.0,0.0235,625.0
2.0,0.01,1.0,4.91225,0.6701143007518809,1.1896284049268409,1.389901812314341,0.9075,
3.0,0.01,1.0,4.822333333333333,0.6832080588575188,1.2061169607060365,1.379511085404204,0.935,
4.0,0.01,1.0,5.0015,0.6935911879445751,1.2293157890995061,1.3999770264100613,0.94,
7.0,0.01,1.0,4.97192857142857,0.7060558957455116,1.2480104493183743,1.3966644635170222,0.9595,
10.0,0.01,1.0,4.99075,0.7081997054408605,1.252053431604155,1.398775729258405,0.9695,
15.0,0.01,1.0,4.951899999999999,0.7080848811478024,1.250165571448164,1.3944065174326503,0.9685,
22.0,0.01,1.0,4.884659090909091,0.7015569748307692,1.2373620171530992,1.386739556546488,0.973,
33.0,0.01,1.0,4.86110606060606,0.7032847795481438,1.2392885419630892,1.3840218996066702,0.9695,
49.0,0.01,1.0,5.0502448979591845,0.7122786442037272,1.2608594098413746,1.405383042949509,0.976,
73.0,0.01,1.0,5.040691780821918,0.7127040319216246,1.2607698100868565,1.40432883284217,0.9765,
110.0,0.01,1.0,5.089404545454546,0.7180267250917048,1.2713227994414855,1.4096779213925485,0.976,
164.0,0.01,1.0,5.023384146341463,0.7178303481528217,1.2683672674912454,1.4024123700819706,0.9785,
244.0,0.01,1.0,5.003350409836066,0.7146773903865449,1.2626375840071835,1.4001834737024696,0.976,
365.0,0.01,1.0,4.935789041095891,0.7093221019470765,1.2521294412095871,1.3925817194725645,0.979,
544.0,0.01,1.0,4.981284926470588,0.7168992717603551,1.2651894801110497,1.39771527543179,0.981,
812.0,0.01,1.0,4.936657019704433,0.7092401808189737,1.251943553951984,1.3926802249973103,0.971,
1212.0,0.01,1.0,4.960301980198019,0.7109909669067831,1.255336665829513,1.3953551471237653,0.9785,
1809.0,0.01,1.0,5.0417625760088445,0.7169341851398806,1.2676838409747553,1.4044471248006025,0.978,
2701.0,0.01,1.0,4.974238059977786,0.7138441588343615,1.260003816805142,1.396924077344684,0.98,
4031.0,0.01,1.0,5.064990200942694,0.717472603980174,1.2700896469040956,1.407005229851873,0.979,
6016.0,0.01,1.0,4.98171052194149,0.7093081000551318,1.253321822911858,1.3977630139390433,0.9745,
8979.0,0.01,1.0,4.937712384452612,0.7065143724511557,1.246838502310647,1.3927999667779003,0.972,
13400.0,0.01,1.0,4.977061791044776,0.7112937968205445,1.2560435369524459,1.3972412884505685,0.9735,
20000.0,0.01,1.0,5.04993865,0.7130816896039956,1.2623107868420194,1.4053492872932851,0.972,
2.0,0.01,1.25,5.9985,0.7271866631870427,1.3196046121360063,1.4989727018150116,0.937,0.0016
3.0,0.01,1.25,6.422166666666667,0.7583673001174766,1.38386483059481,1.5349503052678586,0.969,0.0016
4.0,0.01,1.25,6.907,0.7771498857719884,1.4298730201303935,1.5726575662855524,0.9785,0.0016
7.0,0.01,1.25,8.050285714285714,0.8124127390013958,1.5240522566864665,1.6499370273348088,0.9885,0.0016
10.0,0.01,1.25,8.76975,0.8311610907870893,1.5767717094311628,1.6919799283356134,0.993,0.0016
15.0,0.01,1.25,9.505933333333335,0.8410164385231866,1.6128257758033926,1.7308700681852256,0.993,0.0016
22.0,0.01,1.25,10.488045454545455,0.8577690559694634,1.667587930095808,1.7774344173281449,0.996,0.0016
33.0,0.01,1.25,11.785969696969698,0.8718079886702458,1.723764391141859,1.831519434242325,0.997,0.0016
49.0,0.01,1.25,13.349163265306125,0.8879279568371347,1.7869693636228798,1.8879369947236804,0.998,0.0016
73.0,0.01,1.25,14.522178082191783,0.8992429672913449,1.831845805643277,1.9253640326927766,0.9985,0.0016
110.0,0.01,1.25,16.313536363636363,0.9073886322562638,1.877543967999345,1.9761442262272289,0.9995,0.0016
164.0,0.01,1.25,17.583006097560975,0.9163839097546798,1.9178943247623628,2.0083261362225255,1.0,0.0016
244.0,0.01,1.25,19.538866803278687,0.9229918201848579,1.9617944012137023,2.05294728589212,0.9985,0.0016
365.0,0.01,1.25,21.699042465753426,0.9327601137729554,2.0110559986374046,2.0965635868941,0.9995,0.0016
544.0,0.01,1.25,24.28385386029412,0.9393794584714599,2.05748271302854,2.1425866974520025,1.0,0.0016
812.0,0.01,1.25,26.69507450738916,0.9422071590889518,2.08920913544607,2.1806966423840555,0.9995,0.0016
1212.0,0.01,1.25,29.737728960396037,0.9495273567676145,2.1379266180880085,2.2235065302581365,1.0,0.0016
1809.0,0.01,1.25,32.34769596462134,0.9537896428262754,2.1740843751548455,2.256416798613305,1.0,0.0016
2701.0,0.01,1.25,36.361889855609036,0.9589391896663689,2.2213024981879053,2.301543003788216,1.0,0.0016
4031.0,0.01,1.25,39.966895931530644,0.9633800647106125,2.2627082100548543,2.337489945581067,1.0,0.0016
6016.0,0.01,1.25,43.482962267287235,0.9660821910002024,2.294171365744237,2.369176332940115,1.0,0.0016
8979.0,0.01,1.25,48.046965363626235,0.9684413420749716,2.328616781132461,2.4062411251052453,1.0,0.0016
13400.0,0.01,1.25,54.51557055970149,0.9725554469203448,2.3775052267113614,2.452482664494731,1.0,0.0016
20000.0,0.01,1.25,58.319098575,0.9740934807035626,2.401678229138353,2.4768810172087994,1.0,0.0016
2.0,0.02,0.25,5.925,0.7269501138515317,1.316313655231061,1.492406961438183,0.938,21.544346900318832
3.0,0.02,0.25,4.3375,0.6518140034002936,1.1390083227622685,1.3188261853170906,0.9255,21.544346900318832
4.0,0.02,0.25,3.423125,0.5701581349919381,0.9764926871474845,1.1757631786600171,0.8765,21.544346900318832
7.0,0.02,0.25,2.333357142857143,0.4421532233824515,0.7350161183820029,0.9159122636050993,0.7995,21.544346900318832
10.0,0.02,0.25,1.78515,0.3375608620793419,0.5558602110023495,0.7040542981912125,0.711,21.544346900318832
15.0,0.02,0.25,1.3064333333333333,0.21667402974979147,0.35606669416796216,0.4010503131126757,0.5525,21.544346900318832
22.0,0.02,0.25,1.0022272727272727,0.13040815659533042,0.21562449317742405,0.006991839533438681,0.405,21.544346900318832
33.0,0.02,0.25,0.718651515151515,0.051521946049880925,0.0868683146092525,0.0,0.2115,21.544346900318832
49.0,0.02,0.25,0.5435,0.016255950451724885,0.028462658848355474,0.0,0.097,21.544346900318832
73.0,0.02,0.25,0.39544520547945206,0.003350897288000098,0.005958373736779838,0.0,0.0225,21.544346900318832
110.0,0.02,0.25,0.29876363636363634,0.00037236764909040205,0.0006965117270094807,0.0,0.0035,21.544346900318832
164.0,0.02,0.25,0.21678048780487805,0.0,0.0,0.0,0.0,21.544346900318832
244.0,0.02,0.25,0.16214344262295083,0.0,0.0,0.0,0.0,21.544346900318832
365.0,0.02,0.25,0.1221205479452055,0.0,0.0,0.0,0.0,21.544346900318832
544.0,0.02,0.25,0.08894025735294118,0.0,0.0,0.0,0.0,21.544346900318832
812.0,0.02,0.25,0.06641810344827587,0.0,0.0,0.0,0.0,21.544346900318832
1212.0,0.02,0.25,0.04907095709570957,0.0,0.0,0.0,0.0,21.544346900318832
1809.0,0.02,0.25,0.03557490326147043,0.0,0.0,0.0,0.0,21.544346900318832
2701.0,0.02,0.25,0.02671232876712329,0.0,0.0,0.0,0.0,21.544346900318832
4031.0,0.02,0.25,0.020253038948151825,0.0,0.0,0.0,0.0,21.544346900318832
6016.0,0.02,0.25,0.014748670212765958,0.0,0.0,0.0,0.0,21.544346900318832
8979.0,0.02,0.25,0.010856498496491816,0.0,0.0,0.0,0.0,21.544346900318832
13400.0,0.02,0.25,0.0079905223880597,0.0,0.0,0.0,0.0,21.544346900318832
20000.0,0.02,0.25,0.005835475,0.0,0.0,0.0,0.0,21.544346900318832
2.0,0.02,0.5,7.35275,0.7788266541854338,1.4476448163931768,1.6045401812332296,0.961,100.0
3.0,0.02,0.5,5.648,0.7254178051608466,1.303882468000243,1.466709885774673,0.9535,100.0
4.0,0.02,0.5,4.8615,0.686521423143673,1.2133429147525772,1.384067493075211,0.9425,100.0
7.0,0.02,0.5,3.8209285714285715,0.6166061057119966,1.06333769633959,1.2435784138961798,0.9155,100.0
10.0,0.02,0.5,3.1465,0.5658011376410599,0.956974769263626,1.1219840315925809,0.91,100.0
15.0,0.02,0.5,2.5456999999999996,0.4837665573721573,0.8073052494251436,0.9787108501274518,0.865,100.0
22.0,0.02,0.5,2.111340909090909,0.41172454825607124,0.680081283220167,0.84046276921346,0.8065,100.0
33.0,0.02,0.5,1.7853181818181818,0.344318613104566,0.5664156549300928,0.7041348872958372,0.7655,100.0
49.0,0.02,0.5,1.4190408163265307,0.248794270024941,0.4082370730910593,0.4898462986044614,0.6355,100.0
73.0,0.02,0.5,1.165027397260274,0.1724401909182213,0.28444994331245743,0.2613789105158572,0.5095,100.0
110.0,0.02,0.5,0.9387454545454545,0.10905796714369058,0.18126459635863854,0.0,0.3825,100.0
164.0,0.02,0.5,0.7769878048780487,0.062353372600448126,0.10498063492087491,0.0,0.2565,100.0
244.0,0.02,0.5,0.6389262295081967,0.031226518653758417,0.05346558131251942,0.0,0.1515,100.0
365.0,0.02,0.5,0.5351082191780822,0.013989903949330603,0.024194245491959778,0.0,0.078,100.0
544.0,0.02,0.5,0.4239375,0.003699650666783641,0.006602835072421304,0.0,0.026,100.0
812.0,0.02,0.5,0.3480073891625615,0.0008820543679540922,0.0016346275110696081,0.0,0.009,100.0
1212.0,0.02,0.5,0.28808663366336634,0.0001679725741011575,0.00029620791536974316,0.0,0.002,100.0
1809.0,0.02,0.5,0.2384472084024323,0.0,0.0,0.0,0.0,100.0
2701.0,0.02,0.5,0.18980525731210662,0.0,0.0,0.0,0.0,100.0
4031.0,0.02,0.5,0.15830327462168198,0.0,0.0,0.0,0.0,100.0
6016.0,0.02,0.5,0.13155851063829785,0.0,0.0,0.0,0.0,100.0
8979.0,0.02,0.5,0.1020011693952556,0.0,0.0,0.0,0.0,100.0
13400.0,0.02,0.5,0.08465108208955223,0.0,0.0,0.0,0.0,100.0
20000.0,0.02,0.5,0.07121549999999999,0.0,0.0,0.0,0.0,100.0
2.0,0.02,0.75,8.5345,0.8089667824414574,1.5319770172058897,1.678709705141416,0.977,10000.0
3.0,0.02,0.75,7.686333333333334,0.7949266746989331,1.484545618568209,1.626880869294228,0.9785,10000.0
4.0,0.02,0.75,6.906125,0.7736087859188203,1.4243004697232655,1.5725925001627923,0.9755,10000.0
7.0,0.02,0.75,5.961285714285714,0.7484567022152142,1.3519273169266208,1.4956610587323536,0.9785,10000.0
10.0,0.02,0.75,5.509600000000001,0.7302387040363852,1.3066662347676898,1.4532674125263219,0.9725,10000.0
15.0,0.02,0.75,5.047700000000001,0.7100203469497921,1.2575886339663964,1.4051024564287669,0.9685,10000.0
22.0,0.02,0.75,4.626863636363637,0.6894539205803534,1.2085319837059345,1.3560371876691433,0.969,10000.0
33.0,0.02,0.75,4.115863636363636,0.6538005002972088,1.1327545155479692,1.2880654625628283,0.963,10000.0
49.0,0.02,0.75,3.779122448979592,0.6298958250821383,1.081273896408044,1.2369046783525803,0.9455,10000.0
73.0,0.02,0.75,3.396678082191781,0.5936570858528617,1.0101931613132238,1.1708811494632811,0.9385,10000.0
110.0,0.02,0.75,3.1343818181818177,0.5756344044850711,0.9710667946809244,1.1194811192874494,0.9385,10000.0
164.0,0.02,0.75,2.7522256097560978,0.5201524521047216,0.8707003746505918,1.0329125890209903,0.9035,10000.0
244.0,0.02,0.75,2.5227622950819675,0.4849260858176108,0.8074804270368258,0.9723011101534705,0.876,10000.0
365.0,0.02,0.75,2.3293945205479454,0.44774852657842884,0.7437506016103324,0.9146609640730453,0.844,10000.0
544.0,0.02,0.75,2.0348713235294116,0.395543441712555,0.6528432309751929,0.8116089584053058,0.8135,10000.0
812.0,0.02,0.75,1.872585591133005,0.36222177161075353,0.5962575711562045,0.7443355067248195,0.7795,10000.0
1212.0,0.02,0.75,1.690267326732673,0.31968883221524574,0.5253535685669997,0.6564564011497004,0.7335,10000.0
1809.0,0.02,0.75,1.5377343836373687,0.2768318175039884,0.45528570680106656,0.5693929666355005,0.686,10000.0
2701.0,0.02,0.75,1.3857308404294706,0.23966826520443196,0.39392112820966757,0.4651385415954825,0.638,10000.0
4031.0,0.02,0.75,1.30169982634582,0.21683555270590718,0.35671464098503664,0.39695782297218796,0.6065,10000.0
6016.0,0.02,0.75,1.1356384640957449,0.16617999361943678,0.27431530690913064,0.22642295077012983,0.507,10000.0
8979.0,0.02,0.75,1.0380158146786949,0.1366889922131037,0.22660544566611743,0.08324360564930405,0.4545,10000.0
13400.0,0.02,0.75,0.9316048507462686,0.10555570582525618,0.17599174460817,0.0,0.3835,10000.0
20000.0,0.02,0.75,0.8667229,0.08499602390167013,0.1422181449461738,0.0,0.327,10000.0
2.0,0.02,1.0,9.95625,0.8360471472289409,1.6136679642700378,1.752906584064255,0.9845,
3.0,0.02,1.0,10.020833333333332,0.8430020349885704,1.6287487864909658,1.755968400866172,0.99,
4.0,0.02,1.0,9.9045,0.8418308929523637,1.6241039888392346,1.7504358729633944,0.9915,
7.0,0.02,1.0,10.034071428571428,0.8478264862875458,1.6388262638974973,1.7565930701133963,0.9925,
10.0,0.02,1.0,9.66375,0.8442491826140945,1.6226563319074294,1.7387336227281331,0.9965,
15.0,0.02,1.0,10.207600000000001,0.8522292642332552,1.6512054709094888,1.7646908716120662,0.997,
22.0,0.02,1.0,10.099886363636363,0.8509535606839425,1.6460683000516856,1.7596840444224444,0.9945,
33.0,0.02,1.0,10.088515151515152,0.8492096264686404,1.6414002216250232,1.7591517341080247,0.997,
49.0,0.02,1.0,9.83904081632653,0.8506393934676019,1.638567745585616,1.7472882771114873,0.9965,
73.0,0.02,1.0,10.022095890410958,0.8528130114104215,1.6468579041191043,1.756028020283582,0.9985,
110.0,0.02,1.0,9.976554545454544,0.850284996737119,1.6425421190047762,1.7538717681936988,0.9955,
164.0,0.02,1.0,10.066850609756099,0.852559965764924,1.6470980880969588,1.758135571182618,0.997,
244.0,0.02,1.0,10.016092213114755,0.8510986916590632,1.6446038668856224,1.7557444389067833,0.993,
365.0,0.02,1.0,10.011879452054792,0.8527344311184102,1.6471233250896702,1.755545328608862,0.9945,
544.0,0.02,1.0,10.032598345588235,0.8558533973016156,1.653525668925788,1.756523608436115,0.996,
812.0,0.02,1.0,10.004647167487684,0.8499158241346213,1.6411760932988,1.7552032694837516,0.997,
1212.0,0.02,1.0,9.932901815181518,0.8520331887799009,1.644223095581384,1.7517937859050148,0.9965,
1809.0,0.02,1.0,10.133704809286897,0.8546019227655929,1.654197953437316,1.7612629070840766,0.995,
2701.0,0.02,1.0,9.832785634950017,0.8505811336214497,1.6381898902096441,1.7469861775757602,0.998,
4031.0,0.02,1.0,9.954465517241381,0.8479596818928964,1.6361677949517028,1.7528216447462384,0.9945,
6016.0,0.02,1.0,10.10390699800532,0.8475669524629827,1.640635444627504,1.7598720862837152,0.994,
8979.0,0.02,1.0,9.740902940193788,0.8476021098494109,1.6307972685539627,1.742521750841419,0.997,
13400.0,0.02,1.0,10.236485671641791,0.8558795352835766,1.6581234944449188,1.766022764512013,0.9965,
20000.0,0.02,1.0,10.101570199999998,0.8515745440141129,1.6460304529122034,1.7597628070612417,0.9965,
2.0,0.02,1.25,11.80025,0.8624614247086795,1.7058211324912214,1.8320743622059525,0.9855,0.0001
3.0,0.02,1.25,12.940833333333332,0.8786341661812983,1.759628939905207,1.873986605733832,0.9945,0.0001
4.0,0.02,1.25,14.11625,0.8886970233333277,1.8003634158617787,1.9128290118146485,0.9955,0.0001
7.0,0.02,1.25,16.3055,0.9073598250292453,1.8779398293220215,1.975931263403565,0.998,0.0001
10.0,0.02,1.25,17.8797,0.9149858631184231,1.91711653253653,2.015457043885346,0.9995,0.0001
15.0,0.02,1.25,19.650066666666667,0.9242734971591912,1.9643884135734306,2.055326491276001,0.9995,0.0001
22.0,0.02,1.25,21.33397727272727,0.9280876906232373,1.9960549019309133,2.0895552805651594,0.9995,0.0001
33.0,0.02,1.25,24.0785,0.9390639380067486,2.053953152949718,2.139141442350529,0.9995,0.0001
49.0,0.02,1.25,26.069734693877553,0.9429188989108331,2.0880016882532684,2.171204519257875,1.0,0.0001
73.0,0.02,1.25,28.91526712328767,0.9479112236944498,2.1270480326745957,2.212446841913366,1.0,0.0001
110.0,0.02,1.25,32.277654545454546,0.9538329656132525,2.1742970542273032,2.2555737048589157,1.0,0.0001
164.0,0.02,1.25,34.394685975609754,0.9566902926775589,2.199122375219668,2.2801775164699376,1.0,0.0001
244.0,0.02,1.25,39.4163094262295,0.962724898061882,2.2556298370368535,2.332243242453684,1.0,0.0001
365.0,0.02,1.25,44.260267123287676,0.9662458235752275,2.2996919660567015,2.375790706856532,0.9995,0.0001
544.0,0.02,1.25,48.54184466911765,0.969868448679924,2.3390627574414613,2.4100199138151774,1.0,0.0001
812.0,0.02,1.25,53.330085591133,0.971811295011133,2.36804665583258,2.444485569258297,1.0,0.0001
1212.0,0.02,1.25,57.72027475247525,0.9742291723398098,2.398848126330983,2.473160157264879,1.0,0.0001
1809.0,0.02,1.25,65.48101768933113,0.9771838245385217,2.4466836667507827,2.5183253956271474,1.0,0.0001
2701.0,0.02,1.25,72.04830155497964,0.9791419791047535,2.479533019629449,2.5521000700113037,1.0,0.0001
4031.0,0.02,1.25,80.27899503845201,0.981680421643432,2.5208026241542827,2.589880749492223,1.0,0.0001
6016.0,0.02,1.25,86.57675681515958,0.982552204382015,2.545012553123297,2.61598717011232,1.0,0.0001
8979.0,0.02,1.25,97.01341357612206,0.985125561420614,2.5918733716692506,2.654922719787686,1.0,0.0001
13400.0,0.02,1.25,107.69939324626867,0.9862556625193042,2.623794676308462,2.6902500173791486,1.0,0.0001
20000.0,0.02,1.25,117.683688425,0.9875743400543842,2.6555196003443333,2.7199181897593454,1.0,0.0001
2.0,0.05,0.25,14.95025,0.8933560915419141,1.8257305325862552,1.9381435119745232,0.9945,73.10044345532164
3.0,0.05,0.25,10.895666666666665,0.8562789953690676,1.6750296765425805,1.7952456605723695,0.991,73.10044345532164
4.0,0.05,0.25,8.730875,0.8244772926922581,1.5628053389307397,1.689817076140488,0.9895,73.10044345532164
7.0,0.05,0.25,5.791,0.7475994828241889,1.3437164010382074,1.480169212569589,0.976,73.10044345532164
10.0,0.05,0.25,4.421049999999999,0.6714694820332688,1.1723655948406226,1.3298941015839099,0.955,73.10044345532164
15.0,0.05,0.25,3.2744333333333335,0.5831093662314044,0.9880872311772666,1.1476256871627608,0.9215,73.10044345532164
22.0,0.05,0.25,2.441,0.4686148554633652,0.7794407687058879,0.9487464293256308,0.8565,73.10044345532164
33.0,0.05,0.25,1.8211060606060605,0.35115107520238953,0.5770570513342014,0.7210029741868709,0.75,73.10044345532164
49.0,0.05,0.25,1.3696326530612246,0.23558863991777837,0.3869210202494704,0.4527598168492929,0.6135,73.10044345532164
73.0,0.05,0.25,0.9990684931506848,0.12568785032304147,0.20798421061867065,0.0,0.401,73.10044345532164
110.0,0.05,0.25,0.7324954545454545,0.05365957422213745,0.09037459609524581,0.0,0.2245,73.10044345532164
164.0,0.05,0.25,0.5512835365853659,0.017461411811104433,0.030411053417990552,0.0,0.099,73.10044345532164
244.0,0.05,0.25,0.39803278688524585,0.0037499157279245426,0.006647952072731542,0.0,0.025,73.10044345532164
