O,psi,alpha,mean_K,Omega,mean_Sz_perflower,Sz_at_meanK,frac_competitive,Ostar
365.0,0.05,0.25,0.29408493150684933,0.0004747583521696782,0.0009217215123411538,0.0,0.005,73.10044345532164
544.0,0.05,0.25,0.22631158088235293,0.0,0.0,0.0,0.0,73.10044345532164
812.0,0.05,0.25,0.1630979064039409,0.0,0.0,0.0,0.0,73.10044345532164
1212.0,0.05,0.25,0.12112706270627063,0.0,0.0,0.0,0.0,73.10044345532164
1809.0,0.05,0.25,0.09072913211719183,0.0,0.0,0.0,0.0,73.10044345532164
2701.0,0.05,0.25,0.06578526471677157,0.0,0.0,0.0,0.0,73.10044345532164
4031.0,0.05,0.25,0.0477740014884644,0.0,0.0,0.0,0.0,73.10044345532164
6016.0,0.05,0.25,0.037011635638297874,0.0,0.0,0.0,0.0,73.10044345532164
8979.0,0.05,0.25,0.027401770798529904,0.0,0.0,0.0,0.0,73.10044345532164
13400.0,0.05,0.25,0.01957891791044776,0.0,0.0,0.0,0.0,73.10044345532164
20000.0,0.05,0.25,0.01488575,0.0,0.0,0.0,0.0,73.10044345532164
2.0,0.05,0.5,17.53775,0.9078817538394147,1.8998074778331941,2.007226093351075,0.9955,625.0
3.0,0.05,0.5,14.242833333333333,0.8895056333657938,1.8046936597693974,1.9167830080565815,0.996,625.0
4.0,0.05,0.5,12.54625,0.8752204276090838,1.74504487485051,1.860001203205982,0.9935,625.0
7.0,0.05,0.5,9.412142857142857,0.8393599701620432,1.6077536674619979,1.7261216925291434,0.994,625.0
10.0,0.05,0.5,7.89795,0.8113587724348902,1.51801316461129,1.6404451395292654,0.9895,625.0
15.0,0.05,0.5,6.452466666666667,0.7637075640140315,1.3936440319415424,1.5374092266804948,0.978,625.0
22.0,0.05,0.5,5.274045454545454,0.7265200505620024,1.2907242398444918,1.4293752538954188,0.9795,625.0
33.0,0.05,0.5,4.36669696969697,0.6678101061195763,1.1652557647486341,1.3227252396663738,0.958,625.0
49.0,0.05,0.5,3.571438775510204,0.608417145571825,1.040099235297244,1.2022280015801798,0.943,625.0
73.0,0.05,0.5,2.9536986301369863,0.5497403115106149,0.9239124549093877,1.0805012388337352,0.9175,625.0
110.0,0.05,0.5,2.3792363636363634,0.4640690253316843,0.769553964160606,0.9301742954716844,0.8635,625.0
164.0,0.05,0.5,1.9320152439024392,0.3745664000718955,0.6172306517634777,0.7700128751242751,0.798,625.0
244.0,0.05,0.5,1.591188524590164,0.29699832624684414,0.48679662821016534,0.6015911588267934,0.6965,625.0
365.0,0.05,0.5,1.3125917808219179,0.21721294770722285,0.3570812689081331,0.40632586192169096,0.589,625.0
544.0,0.05,0.5,1.0690680147058824,0.1433224582630321,0.2373329091221719,0.13491280486910015,0.4605,625.0
812.0,0.05,0.5,0.8722284482758621,0.08636205290855571,0.1440184297837082,0.0,0.3185,625.0
1212.0,0.05,0.5,0.7136365511551155,0.04656503650555505,0.078755232158556,0.0,0.203,625.0
1809.0,0.05,0.5,0.6018327805417358,0.02525860377351338,0.04326387449943733,0.0,0.125,625.0
2701.0,0.05,0.5,0.4745179563124769,0.006724256403603747,0.011876340971667686,0.0,0.0445,625.0
4031.0,0.05,0.5,0.39993897295956343,0.002732355825850324,0.004945097355996983,0.0,0.0215,625.0
6016.0,0.05,0.5,0.326301446143617,0.0002866376780543215,0.0005762903549191551,0.0,0.005,625.0
8979.0,0.05,0.5,0.26280588038757097,0.0002302278224795659,0.00042835560531602755,0.0,0.002,625.0
13400.0,0.05,0.5,0.22137085820895525,0.0,0.0,0.0,0.0,625.0
20000.0,0.05,0.5,0.17274350000000002,0.0,0.0,0.0,0.0,625.0
2.0,0.05,0.75,21.17475,0.9255128162113879,1.9856396908072835,2.086454944059756,0.9995,390625.0
3.0,0.05,0.75,18.93316666666667,0.9168744975894255,1.9376072994276856,2.0397055634762213,0.998,390625.0
4.0,0.05,0.75,17.4735,0.9128370765714321,1.9075535571553242,2.005658661688298,0.999,390625.0
7.0,0.05,0.75,15.676285714285713,0.9029192377014674,1.8582740883307447,1.9588644197938796,0.998,390625.0
10.0,0.05,0.75,14.285,0.8940089669755009,1.8163779907693784,1.9180909485356046,0.9975,390625.0
15.0,0.05,0.75,12.410466666666666,0.8794226634185969,1.75064856128543,1.8550674265650349,0.9975,390625.0
22.0,0.05,0.75,11.469,0.8673684359814905,1.706717768085789,1.818991680093569,0.9955,390625.0
33.0,0.05,0.75,10.351954545454545,0.8545406863491498,1.6580027140044375,1.7713021808322638,0.994,390625.0
49.0,0.05,0.75,9.587826530612245,0.8437229025554429,1.6205507797944139,1.7349700749915575,0.9925,390625.0
73.0,0.05,0.75,8.446438356164382,0.8247291439123655,1.5562325083180428,1.673627299905405,0.992,390625.0
110.0,0.05,0.75,7.783786363636364,0.8133175761184444,1.5172647824822296,1.633183575821983,0.995,390625.0
164.0,0.05,0.75,6.812225609756098,0.7831645997771864,1.4368119495077276,1.5655500688967228,0.9885,390625.0
244.0,0.05,0.75,6.300719262295082,0.7706201730997382,1.3985142420635244,1.524947348400359,0.989,390625.0
365.0,0.05,0.75,5.821309589041096,0.7534252598587957,1.3551072741296721,1.4829682448922168,0.987,390625.0
544.0,0.05,0.75,5.162944852941177,0.7210554184056964,1.2780212893464777,1.4176306449180183,0.976,390625.0
812.0,0.05,0.75,4.732958128078818,0.7018004917287081,1.23179412247984,1.3689331394804622,0.979,390625.0
1212.0,0.05,0.75,4.28157508250825,0.6667344558463274,1.1587994477632362,1.3112613786733935,0.9625,390625.0
1809.0,0.05,0.75,3.8314447208402433,0.6393659846034655,1.098175883480625,1.2452419061062991,0.9595,390625.0
2701.0,0.05,0.75,3.4736019992595337,0.6042774303521814,1.0295220869952562,1.1849409977658045,0.947,390625.0
4031.0,0.05,0.75,3.0954539816422724,0.5628223760635257,0.9497126085214721,1.1113498781953843,0.9245,390625.0
6016.0,0.05,0.75,2.831349650930852,0.5289634138502957,0.8872805080246697,1.0521688064637462,0.8995,390625.0
8979.0,0.05,0.75,2.633312674017151,0.5010681839242538,0.8368034583901673,1.0024468648455107,0.8925,390625.0
13400.0,0.05,0.75,2.314935783582089,0.449556335105386,0.7454764769811523,0.9100683001082773,0.845,390625.0
20000.0,0.05,0.75,2.0859582499999996,0.4068802388304101,0.6718655370690519,0.8310668309857224,0.8175,390625.0
2.0,0.05,1.0,25.26775,0.9386724624240599,2.0671892330999238,2.158641115353489,0.999,
3.0,0.05,1.0,25.12016666666667,0.9384742281846191,2.062850062576731,2.1562792579675554,0.9995,
4.0,0.05,1.0,25.039625,0.9381769914109978,2.0607135442590407,2.1549835666351163,0.9995,
7.0,0.05,1.0,24.726785714285715,0.9372979290805779,2.057849347909084,2.149905000214078,0.9985,
10.0,0.05,1.0,25.171899999999997,0.9415704590808914,2.0758660883500144,2.157108986657727,1.0,
15.0,0.05,1.0,25.558300000000003,0.9412125576980889,2.075858941112291,2.1632449517155776,0.9995,
22.0,0.05,1.0,24.122886363636365,0.9377282891842288,2.0516424203577635,2.1398889783808555,1.0,
33.0,0.05,1.0,24.750984848484848,0.9393776960959324,2.0631846741543174,2.150300474545634,0.9995,
49.0,0.05,1.0,24.923867346938774,0.9388146584633473,2.0620124505493376,2.153112930459724,1.0,
73.0,0.05,1.0,25.258020547945204,0.9414621739629692,2.074949844847267,2.158485898381675,1.0,
110.0,0.05,1.0,24.475800000000003,0.939012261497862,2.0613881792715363,2.1457768174261074,0.9995,
164.0,0.05,1.0,24.647743902439025,0.9392886802179634,2.062509355209887,2.1486101504121224,1.0,
244.0,0.05,1.0,24.656184426229505,0.9389527973167076,2.059483206087541,2.148748649343547,1.0,
365.0,0.05,1.0,25.04297397260274,0.9407665854827333,2.0707309824335254,2.1550375377197803,1.0,
544.0,0.05,1.0,24.605126838235293,0.9390256810533079,2.0608957554287564,2.1479100208655457,0.9995,
812.0,0.05,1.0,25.1954224137931,0.9414849934140478,2.0732596238778003,2.1574856044375115,1.0,
1212.0,0.05,1.0,25.20848638613861,0.9414727715090255,2.072823377085921,2.1576945973837653,0.9995,
1809.0,0.05,1.0,24.675893587617466,0.9387017496412126,2.0599092174854423,2.1490718408918306,1.0,
2701.0,0.05,1.0,24.771299888930024,0.9395236622427303,2.064686752631155,2.150632129795457,0.9995,
4031.0,0.05,1.0,25.043661002232696,0.9403063538472897,2.070483125287831,2.155048608666913,1.0,
6016.0,0.05,1.0,24.72073778257979,0.9393116743399224,2.0634698573693906,2.149806092348792,1.0,
8979.0,0.05,1.0,24.99835248914133,0.9386891514510687,2.0632285241598,2.1543177483856106,0.999,
13400.0,0.05,1.0,25.073133582089554,0.9393913587878499,2.0654262914537234,2.1555232077783364,1.0,
20000.0,0.05,1.0,25.368057450000002,0.9424359027089979,2.076659569305616,2.160237357388133,1.0,
2.0,0.05,1.25,29.88325,0.9495079401062667,2.1404989577570093,2.22542693518957,0.9995,2.56e-06
3.0,0.05,1.25,32.624,0.9532117299462707,2.1735943485112177,2.259722517994172,1.0,2.56e-06
4.0,0.05,1.25,35.573375,0.9566783230623854,2.210078948794572,2.2931405585013893,0.9995,2.56e-06
7.0,0.05,1.25,40.894357142857146,0.9633212330499776,2.268743741408834,2.346145634311424,1.0,2.56e-06
10.0,0.05,1.25,44.1212,0.966147722012926,2.2987520088536146,2.3746170128243143,1.0,2.56e-06
15.0,0.05,1.25,49.4135,0.9697161432770868,2.341375927507017,2.416571373105147,1.0,2.56e-06
22.0,0.05,1.25,54.562681818181815,0.9733051156139488,2.380785857517697,2.45279642549679,1.0,2.56e-06
33.0,0.05,1.25,61.38592424242424,0.975957752627497,2.422730873378905,2.495289196278505,1.0,2.56e-06
49.0,0.05,1.25,66.0924693877551,0.9772367808741921,2.4485377834842534,2.5216264176389984,1.0,2.56e-06
73.0,0.05,1.25,72.66143150684931,0.9796656850063035,2.485923038442643,2.555076603077704,1.0,2.56e-06
110.0,0.05,1.25,80.14573636363636,0.9813405850952338,2.520168637562165,2.589303994588158,1.0,2.56e-06
164.0,0.05,1.25,88.72570426829269,0.9834427746973291,2.5573667029047673,2.624415566184108,1.0,2.56e-06
244.0,0.05,1.25,98.64113524590165,0.9848838192653061,2.5910548265087425,2.6605745066395046,1.0,2.56e-06
365.0,0.05,1.25,108.18651095890411,0.9861628706004977,2.6244248305457263,2.6917668478863988,1.0,2.56e-06
544.0,0.05,1.25,121.4173943014706,0.9876894674814841,2.663950848641217,2.7303052149571103,1.0,2.56e-06
812.0,0.05,1.25,130.63277709359605,0.9883465449500645,2.6867197240382956,2.7545036373168306,1.0,2.56e-06
1212.0,0.05,1.25,148.48515057755776,0.9899828154796447,2.732794702172711,2.7964451301092943,1.0,2.56e-06
1809.0,0.05,1.25,164.7846326699834,0.9902198899375837,2.7592614411628946,2.8301567390305693,1.0,2.56e-06
2701.0,0.05,1.25,175.47907441688264,0.9916176997703618,2.7875000099304317,2.850344110112109,1.0,2.56e-06
4031.0,0.05,1.25,200.51354676258993,0.9925971348233416,2.830250355532422,2.8927591777243253,1.0,2.56e-06
6016.0,0.05,1.25,220.62511569148936,0.9930252935875787,2.8572155790166494,2.922833321939229,1.0,2.56e-06
8979.0,0.05,1.25,238.77025910457732,0.993513901248936,2.8820561881437596,2.9475017153030083,1.0,2.56e-06
13400.0,0.05,1.25,266.2349362313433,0.9942620441753796,2.9198158187515766,2.9811950809047225,1.0,2.56e-06
20000.0,0.05,1.25,295.50724305,0.994977530418008,2.953252069274662,3.013170573435187,1.0,2.56e-06
2.0,0.1,0.25,28.94875,0.9474006760278659,2.125908039609193,2.2129040784097995,0.9995,184.20157493201927
3.0,0.1,0.25,21.969333333333335,0.9299189440989543,2.0083939812906455,2.1016651995779005,0.998,184.20157493201927
4.0,0.1,0.25,17.550625,0.912113007666474,1.9067854873031724,2.007539383628204,0.9985,184.20157493201927
7.0,0.1,0.25,11.786857142857142,0.8708965999366076,1.721339075864109,1.8315539434387584,0.995,184.20157493201927
10.0,0.1,0.25,8.7267,0.8300582913280738,1.5732425901064049,1.689584099997077,0.9935,184.20157493201927
15.0,0.1,0.25,6.531533333333333,0.7716390238735099,1.409042087899376,1.5437585318814713,0.9815,184.20157493201927
22.0,0.1,0.25,4.842863636363636,0.7020809927823838,1.2368725142445958,1.381905358362061,0.97,184.20157493201927
33.0,0.1,0.25,3.551681818181818,0.611874710906786,1.0442231523292007,1.1987888239570839,0.9445,184.20157493201927
49.0,0.1,0.25,2.6958673469387757,0.5076280865322411,0.8488804784906169,1.0187121736021447,0.884,184.20157493201927
73.0,0.1,0.25,1.982150684931507,0.38812202780241356,0.6397782330304045,0.7907133514143186,0.8125,184.20157493201927
110.0,0.1,0.25,1.4787090909090908,0.26688009930230494,0.43795520416936007,0.5313564929757496,0.6665,184.20157493201927
164.0,0.1,0.25,1.0734115853658537,0.14536019490470364,0.24026756675344133,0.14156529955142597,0.4515,184.20157493201927
244.0,0.1,0.25,0.8060020491803278,0.06737608399944658,0.1138406202085189,0.0,0.2865,184.20157493201927
365.0,0.1,0.25,0.5791082191780822,0.0205436299061474,0.03560956378522507,0.0,0.112,184.20157493201927
544.0,0.1,0.25,0.43930238970588237,0.004112822787108925,0.007352046518149056,0.0,0.0285,184.20157493201927
812.0,0.1,0.25,0.32976970443349757,0.0007126849949924051,0.001347078082337006,0.0,0.0075,184.20157493201927
1212.0,0.1,0.25,0.2435457920792079,0.0,0.0,0.0,0.0,184.20157493201927
1809.0,0.1,0.25,0.181246821448314,0.0,0.0,0.0,0.0,184.20157493201927
2701.0,0.1,0.25,0.13215549796371714,0.0,0.0,0.0,0.0,184.20157493201927
4031.0,0.1,0.25,0.09740225750434135,0.0,0.0,0.0,0.0,184.20157493201927
6016.0,0.1,0.25,0.07307247340425531,0.0,0.0,0.0,0.0,184.20157493201927
8979.0,0.1,0.25,0.05493696402717451,0.0,0.0,0.0,0.0,184.20157493201927
13400.0,0.1,0.25,0.04026921641791045,0.0,0.0,0.0,0.0,184.20157493201927
20000.0,0.1,0.25,0.02981205,0.0,0.0,0.0,0.0,184.20157493201927
2.0,0.1,0.5,35.74525,0.9583964385920783,2.214247701537565,2.29498997687342,1.0,2500.0
3.0,0.1,0.5,29.049,0.9461241904243454,2.121173480060829,2.214269466789936,0.9995,2500.0
4.0,0.1,0.5,25.11225,0.9373463851302927,2.061086641021569,2.156152112645731,0.9995,2500.0
7.0,0.1,0.5,19.009714285714285,0.9193241001156703,1.945540078485795,2.0414060195350308,0.9985,2500.0
10.0,0.1,0.5,15.522750000000002,0.9046414424336067,1.8601225043504415,1.9545777903604,0.9985,2500.0
15.0,0.1,0.5,13.116766666666667,0.8875671938580098,1.7812912384952315,1.88006028814943,0.9985,2500.0
22.0,0.1,0.5,10.713909090909091,0.8585897465302139,1.6746621954266847,1.7874040365988442,0.9955,2500.0
33.0,0.1,0.5,8.678257575757575,0.8318891540831949,1.5755226011735417,1.686870940126537,0.995,2500.0
49.0,0.1,0.5,7.057418367346939,0.7895035359424424,1.4555154543013844,1.5836937069902592,0.99,2500.0
73.0,0.1,0.5,5.81854794520548,0.7493899704342858,1.3490800515044046,1.482713972715632,0.985,2500.0
110.0,0.1,0.5,4.807954545454546,0.6990249891636169,1.2299437004840499,1.3778263954505752,0.9745,2500.0
164.0,0.1,0.5,3.9449603658536585,0.6486519995086603,1.1172590579513844,1.2628215710426678,0.959,2500.0
244.0,0.1,0.5,3.214125,0.5786670038178056,0.9787337821716735,1.1357122976833478,0.925,2500.0
365.0,0.1,0.5,2.651321917808219,0.5091951363186713,0.8491089759340916,1.0071857399297404,0.895,2500.0
544.0,0.1,0.5,2.1189724264705885,0.41783750344452986,0.6895982160041663,0.8432538366428564,0.836,2500.0
812.0,0.1,0.5,1.758430418719212,0.3372544348440257,0.5542813358971309,0.6910881476545819,0.7645,2500.0
1212.0,0.1,0.5,1.4358168316831683,0.25341177968109135,0.4158764277149271,0.5018568352900363,0.6465,2500.0
1809.0,0.1,0.5,1.1673794914317301,0.17794566084583022,0.292971879280477,0.2640650115434709,0.5215,2500.0
2701.0,0.1,0.5,0.9678071084783413,0.1162135444974235,0.19326500042405093,0.0,0.4105,2500.0
4031.0,0.1,0.5,0.7946823368891094,0.06905912694459557,0.11574094802661096,0.0,0.27,2500.0
6016.0,0.1,0.5,0.6603729222074468,0.036354060919162774,0.061872376905886685,0.0,0.1705,2500.0
8979.0,0.1,0.5,0.5163109477670118,0.011710994793579054,0.02052477393415081,0.0,0.071,2500.0
13400.0,0.1,0.5,0.4385662313432836,0.004888993011860656,0.008690880110297514,0.0,0.034,2500.0
20000.0,0.1,0.5,0.350504025,0.0012601599424437824,0.002277115439608264,0.0,0.0115,2500.0
2.0,0.1,0.75,42.46125,0.962705475732493,2.2735832347472313,2.3602761606333558,1.0,6250000.0
3.0,0.1,0.75,37.55916666666666,0.9585274138005102,2.227448045012656,2.3139135691391863,0.9995,6250000.0
4.0,0.1,0.75,34.89325,0.9548896452210597,2.195192063464432,2.2857213509775822,1.0,6250000.0
7.0,0.1,0.75,31.257428571428573,0.9523468798690221,2.1610481761242273,2.2430513249886275,1.0,6250000.0
10.0,0.1,0.75,28.1675,0.945873494293749,2.1144790568974834,2.2020746616597493,1.0,6250000.0
15.0,0.1,0.75,25.5701,0.9401154840063718,2.0748806364918275,2.16343065311237,0.9995,6250000.0
22.0,0.1,0.75,22.921613636363638,0.9333649815824936,2.0275117163698724,2.119077723492168,0.9995,6250000.0
33.0,0.1,0.75,20.416954545454548,0.926525489492166,1.9800595052836074,2.0713204541572,0.9995,6250000.0
49.0,0.1,0.75,18.678377551020407,0.9211788013407126,1.9432198750680998,2.033987451961195,0.999,6250000.0
73.0,0.1,0.75,16.90176712328767,0.911996092919654,1.8965910928894958,1.9914073429810837,0.9995,6250000.0
110.0,0.1,0.75,15.424454545454545,0.9036219503967939,1.8563637960772075,1.9518072256971952,0.9995,6250000.0
164.0,0.1,0.75,13.998975609756096,0.8940755998977395,1.8121818317531853,1.909128295168998,0.998,6250000.0
244.0,0.1,0.75,12.922981557377048,0.8831451950883873,1.7680613307189552,1.8733648534491283,0.9965,6250000.0
365.0,0.1,0.75,11.50489178082192,0.8742602749230075,1.7213196058790325,1.8204308548734327,0.998,6250000.0
544.0,0.1,0.75,10.296632352941176,0.8538360719220329,1.6564051754942535,1.7687816394453868,0.9955,6250000.0
812.0,0.1,0.75,9.458674261083745,0.8430263689315618,1.6167855632015362,1.7284845701389218,0.993,6250000.0
1212.0,0.1,0.75,8.387727722772278,0.8229337107459973,1.5515770397207915,1.6702028731176635,0.9935,6250000.0
1809.0,0.1,0.75,7.536613045881702,0.805703612940739,1.4969626217904393,1.6170042581791841,0.991,6250000.0
2701.0,0.1,0.75,7.043880229544613,0.7937452368554664,1.4612122630020576,1.5827123804215488,0.993,6250000.0
4031.0,0.1,0.75,6.338875961299926,0.7686563930312865,1.3974027382217549,1.528115844348569,0.9875,6250000.0
6016.0,0.1,0.75,5.57672265625,0.737224843936155,1.319702507183026,1.459839545988688,0.9825,6250000.0
8979.0,0.1,0.75,5.182514589597951,0.7238072496159316,1.283655948031815,1.4197226227349613,0.983,6250000.0
13400.0,0.1,0.75,4.693609104477612,0.699505511251834,1.226431252482758,1.3641941096400023,0.973,6250000.0
20000.0,0.1,0.75,4.1352001,0.6621388964589786,1.1460995485420005,1.2908346882813408,0.9655,6250000.0
2.0,0.1,1.0,49.92875,0.9698994423848399,2.342431766223431,2.4203831742306634,1.0,
3.0,0.1,1.0,50.15383333333334,0.9699500581802949,2.3465757025336655,2.422034465734635,1.0,
4.0,0.1,1.0,49.852125,0.9688508570745747,2.339267748523669,2.419819114241527,1.0,
7.0,0.1,1.0,50.163357142857144,0.970829565288371,2.3502743200332046,2.422104151854116,1.0,
10.0,0.1,1.0,50.11345,0.9701927628439414,2.3463421268771527,2.421738813689324,1.0,
15.0,0.1,1.0,50.96313333333333,0.970724232783522,2.3523505971021037,2.4279036422231033,1.0,
22.0,0.1,1.0,49.69204545454545,0.9689427677727319,2.338169404716099,2.418637565725546,1.0,
33.0,0.1,1.0,50.506166666666665,0.9702514536703225,2.3480301073580394,2.4246026421223874,1.0,
49.0,0.1,1.0,49.89689795918367,0.9702764182478014,2.3453061464018505,2.420148820008697,1.0,
73.0,0.1,1.0,49.924554794520546,0.9705789253308437,2.347151109777234,2.4203523172531654,1.0,
110.0,0.1,1.0,49.36161818181818,0.9697076197379297,2.3388842989821668,2.4161850765765522,1.0,
164.0,0.1,1.0,49.42543597560975,0.9694907059823333,2.3384618237514037,2.4166601802311116,1.0,
244.0,0.1,1.0,50.29354303278688,0.9703722498000683,2.3478204777900427,2.423055238030173,1.0,
365.0,0.1,1.0,49.880849315068495,0.9697218081965469,2.343055148952545,2.420030676906146,1.0,
544.0,0.1,1.0,51.0171737132353,0.9706991381190215,2.3530732215043866,2.42829181276052,1.0,
812.0,0.1,1.0,49.91591687192119,0.9702526974774482,2.3444989008256125,2.4202887735885974,1.0,
1212.0,0.1,1.0,49.98467244224422,0.968328452563713,2.3406895280598894,2.4207942219508087,1.0,
1809.0,0.1,1.0,49.34542896627971,0.9696484818516655,2.340405460572195,2.4160644429652813,1.0,
2701.0,0.1,1.0,50.03895261014439,0.9704579645016979,2.3455976291813894,2.421192703914768,1.0,
4031.0,0.1,1.0,49.09529508806747,0.9698200190664302,2.339422547400577,2.4141948943820504,1.0,
6016.0,0.1,1.0,50.71467470079787,0.9703851546006472,2.349456718765928,2.4261129950228106,1.0,
8979.0,0.1,1.0,50.62275297917363,0.9696834101525833,2.344437476418828,2.4254480114232155,1.0,
13400.0,0.1,1.0,50.38784298507463,0.9701206505768062,2.3481690820399717,2.423742428011522,1.0,
20000.0,0.1,1.0,50.1642022,0.9698342778857336,2.345372927522142,2.422110334454272,1.0,
2.0,0.1,1.25,60.62775,0.9743335473345864,2.413148034100833,2.4908357639614263,1.0,1.6e-07
3.0,0.1,1.25,65.10883333333334,0.9768271971789141,2.4426037898207897,2.51629918912058,1.0,1.6e-07
4.0,0.1,1.25,70.593875,0.9788264141689221,2.474219621950603,2.5449248754250946,1.0,1.6e-07
7.0,0.1,1.25,80.45785714285714,0.9815880037251643,2.521406557861419,2.590653208248147,1.0,1.6e-07
10.0,0.1,1.25,89.69815,0.9835677827905995,2.5608740781650083,2.628155429247595,1.0,1.6e-07
15.0,0.1,1.25,100.67196666666668,0.9847712904946785,2.595854054257075,2.667482858412361,1.0,1.6e-07
22.0,0.1,1.25,109.35538636363636,0.9865405269716984,2.63050367192264,2.6953760123905535,1.0,1.6e-07
33.0,0.1,1.25,120.50707575757578,0.9874025138463778,2.6603711962909293,2.7278055572045603,1.0,1.6e-07
49.0,0.1,1.25,132.04645918367345,0.9887878066640192,2.6933084165990384,2.7580488014840956,1.0,1.6e-07
73.0,0.1,1.25,144.94180821917809,0.9896476876197828,2.7230489903953417,2.7885780522948784,1.0,1.6e-07
110.0,0.1,1.25,161.79816363636363,0.9903635352583143,2.755373799709216,2.8242617946652215,1.0,1.6e-07
164.0,0.1,1.25,181.59052439024393,0.9916606799626654,2.796973344867396,2.8612835983666933,1.0,1.6e-07
244.0,0.1,1.25,194.50984631147537,0.9923964763954775,2.820718836117258,2.883138034771372,1.0,1.6e-07
365.0,0.1,1.25,221.50080273972603,0.9931964829385663,2.8638960647971174,2.9240739447554516,1.0,1.6e-07
544.0,0.1,1.25,238.76699356617644,0.9935206101060062,2.885336240081237,2.9474974620638097,1.0,1.6e-07
812.0,0.1,1.25,273.7175246305419,0.9946681178855468,2.933153746970638,2.989720188144299,1.0,1.6e-07
1212.0,0.1,1.25,295.63657178217824,0.9948762367227739,2.9518977110079927,3.013304078549363,1.0,1.6e-07
1809.0,0.1,1.25,323.6501116639027,0.9953683245486611,2.981874794650255,3.0408176299844554,1.0,1.6e-07
2701.0,0.1,1.25,358.7428848574602,0.9959023702475915,3.015794596472194,3.071842846480117,1.0,1.6e-07
4031.0,0.1,1.25,405.1316431406599,0.9963053163636927,3.050741489273496,3.108145486039743,1.0,1.6e-07
6016.0,0.1,1.25,433.08959582779255,0.9966317906536556,3.0742149501651608,3.12791082256503,1.0,1.6e-07
8979.0,0.1,1.25,477.9951492927943,0.9968797209509725,3.1004443282394387,3.1569334578129036,1.0,1.6e-07
13400.0,0.1,1.25,536.982949738806,0.9972111771527583,3.1351664929759013,3.19086905010699,1.0,1.6e-07
20000.0,0.1,1.25,596.423940075,0.9974891207245821,3.165979326924894,3.221216859198405,1.0,1.6e-07
